11,mitochondria,4967
11,mitochondria,55753
11,mitochondria,50640
11,mitochondria,10935
11,mitochondria,25824
11,mitochondria,192111
11,mitochondria,5245
11,mitochondria,11331
11,mitochondria,54704
11,mitochondria,5832
11,mitochondria,5091
11,mitochondria,5160
11,mitochondria,5162
11,mitochondria,8050
11,mitochondria,89941
11,mitochondria,4976
11,mitochondria,94081
11,mitochondria,81855
11,mitochondria,94097
11,mitochondria,8604
11,mitochondria,79751
11,mitochondria,83447
11,mitochondria,5250
11,mitochondria,6576
11,mitochondria,291
11,mitochondria,91137
11,mitochondria,292
11,mitochondria,25813
11,mitochondria,6389
11,mitochondria,6390
11,mitochondria,6391
11,mitochondria,6392
11,mitochondria,7915
11,mitochondria,8802
11,mitochondria,8803
11,mitochondria,6648
11,mitochondria,80222
11,mitochondria,56993
11,mitochondria,26519
11,mitochondria,10469
11,mitochondria,92609
11,mitochondria,9804
11,mitochondria,9868
11,mitochondria,57458
11,mitochondria,7284
11,mitochondria,7385
11,mitochondria,7384
11,mitochondria,7388
11,mitochondria,27089
11,mitochondria,7386
11,mitochondria,7416
11,mitochondria,7417
11,mitochondria,7419
11,mitochondria,10128
11,mitochondria,118881
11,mitochondria,83693
11,mitochondria,84263
11,mitochondria,55326
11,mitochondria,78997
11,mitochondria,54332
11,mitochondria,401505
11,mitochondria,132001
11,mitochondria,55245
11,mitochondria,55333
11,mitochondria,51559
11,mitochondria,285135
11,mitochondria,81892
12,Nucleotide metabolism/Protein Synthesis,27154
12,Nucleotide metabolism/Protein Synthesis,676
12,Nucleotide metabolism/Protein Synthesis,1917
12,Nucleotide metabolism/Protein Synthesis,57510
12,Nucleotide metabolism/Protein Synthesis,9329
12,Nucleotide metabolism/Protein Synthesis,10236
12,Nucleotide metabolism/Protein Synthesis,3720
12,Nucleotide metabolism/Protein Synthesis,79682
12,Nucleotide metabolism/Protein Synthesis,4796
12,Nucleotide metabolism/Protein Synthesis,64324
12,Nucleotide metabolism/Protein Synthesis,54457
12,Nucleotide metabolism/Protein Synthesis,7153
12,Nucleotide metabolism/Protein Synthesis,7003
12,Nucleotide metabolism/Protein Synthesis,55689
12,Nucleotide metabolism/Protein Synthesis,29066
12,Nucleotide metabolism/Protein Synthesis,23036
12,Nucleotide metabolism/Protein Synthesis,23
12,Nucleotide metabolism/Protein Synthesis,6233
12,Nucleotide metabolism/Protein Synthesis,6742
12,Nucleotide metabolism/Protein Synthesis,4831
13,Postsynaptic,1742
13,Postsynaptic,8831
13,Postsynaptic,8997
14,Signaling molecules,1794
14,Signaling molecules,2873
14,Signaling molecules,202333
14,Signaling molecules,5582
14,Signaling molecules,7534
14,Signaling molecules,1804
14,Signaling molecules,5912
14,Signaling molecules,817
14,Signaling molecules,2776
14,Signaling molecules,2775
14,Signaling molecules,2770
14,Signaling molecules,815
14,Signaling molecules,2783
14,Signaling molecules,816
14,Signaling molecules,2782
14,Signaling molecules,818
14,Signaling molecules,2778
14,Signaling molecules,8437
14,Signaling molecules,5138
14,Signaling molecules,8780
14,Signaling molecules,9748
14,Signaling molecules,10971
14,Signaling molecules,55755
14,Signaling molecules,5297
14,Signaling molecules,91662
14,Signaling molecules,127829
14,Signaling molecules,5566
14,Signaling molecules,2774
14,Signaling molecules,5898
14,Signaling molecules,7204
14,Signaling molecules,6469
14,Signaling molecules,27344
15,SNARE and trafficking proteins,79065
15,SNARE and trafficking proteins,6812
15,SNARE and trafficking proteins,23335
15,SNARE and trafficking proteins,23230
15,SNARE and trafficking proteins,6804
15,SNARE and trafficking proteins,4905
15,SNARE and trafficking proteins,112755
15,SNARE and trafficking proteins,6616
15,SNARE and trafficking proteins,10815
15,SNARE and trafficking proteins,80725
15,SNARE and trafficking proteins,11311
16,Synaptic vesicle proteins,81876
16,Synaptic vesicle proteins,10890
16,Synaptic vesicle proteins,51552
16,Synaptic vesicle proteins,5874
16,Synaptic vesicle proteins,5862
16,Synaptic vesicle proteins,11021
16,Synaptic vesicle proteins,54734
16,Synaptic vesicle proteins,5865
16,Synaptic vesicle proteins,5864
16,Synaptic vesicle proteins,9522
16,Synaptic vesicle proteins,192683
16,Synaptic vesicle proteins,10067
16,Synaptic vesicle proteins,10396
16,Synaptic vesicle proteins,9296
16,Synaptic vesicle proteins,527
16,Synaptic vesicle proteins,9114
16,Synaptic vesicle proteins,537
16,Synaptic vesicle proteins,535
16,Synaptic vesicle proteins,528
16,Synaptic vesicle proteins,51382
16,Synaptic vesicle proteins,534
16,Synaptic vesicle proteins,51606
16,Synaptic vesicle proteins,523
16,Synaptic vesicle proteins,80331
16,Synaptic vesicle proteins,114569
16,Synaptic vesicle proteins,127262
16,Synaptic vesicle proteins,57084
16,Synaptic vesicle proteins,57030
16,Synaptic vesicle proteins,388662
16,Synaptic vesicle proteins,6853
16,Synaptic vesicle proteins,6854
16,Synaptic vesicle proteins,8224
16,Synaptic vesicle proteins,9900
16,Synaptic vesicle proteins,9899
16,Synaptic vesicle proteins,9145
16,Synaptic vesicle proteins,9143
16,Synaptic vesicle proteins,6855
16,Synaptic vesicle proteins,132204
16,Synaptic vesicle proteins,6857
16,Synaptic vesicle proteins,127833
16,Synaptic vesicle proteins,6861
16,Synaptic vesicle proteins,529
16,Synaptic vesicle proteins,526
16,Synaptic vesicle proteins,140679
16,Synaptic vesicle proteins,7781
16,Synaptic vesicle proteins,81615
16,Synaptic vesicle proteins,6844
16,Synaptic vesicle proteins,6843
